"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000112592",41.9710842901725,1.48276224896534,0.451765653572355,3.28214913471251,0.00103019103941446,0.0194432960238344
"ENSG00000137497",378.88854520632,1.6195902743331,0.493511377969103,3.28176886417094,0.00103158126248984,0.0194433656503965
"ENSG00000171223",111.286490540792,2.33675170585454,0.71217536187762,3.28114651382182,0.00103386024646581,0.0194601640754229
"ENSG00000171603",227.316268737928,1.77988959481116,0.543133623913865,3.27707495254138,0.0010488852181434,0.0195073175252319
"ENSG00000143119",133.540323387589,1.66546029509169,0.507986146877115,3.27855455376143,0.00104340194263593,0.0195073175252319
"ENSG00000116539",300.37928096257,1.52328780441008,0.464808533874594,3.27723717056595,0.00104828275332423,0.0195073175252319
"ENSG00000142327",159.049006784436,1.7982186694243,0.54857143391266,3.27800275088805,0.00104544376796905,0.0195073175252319
"ENSG00000230590",183.867030488056,1.19742205797489,0.365205346842767,3.27876376489751,0.00104262876798274,0.0195073175252319
"ENSG00000141456",171.360957144414,1.40816407147551,0.429379524842699,3.27953241829912,0.00103979263091483,0.0195073175252319
"ENSG00000154217",167.202311386948,1.71433346326522,0.522857116511732,3.27878001298421,0.00104256874265892,0.0195073175252319
"ENSG00000141867",337.133133450992,1.66544116054682,0.50787176079136,3.27925529458805,0.00104081432351365,0.0195073175252319
"ENSG00000278996",37.8390656989803,2.09858122255268,0.640256117771715,3.27772146849043,0.00104648601377409,0.0195073175252319
"ENSG00000129003",278.25254495476,1.72458714632805,0.526355985583227,3.27646534581939,0.00105115211420955,0.0195235842351795
"ENSG00000142599",311.329362781824,1.54750461546306,0.472697035203805,3.27377685962395,0.00106120375636218,0.0196798516907962
"ENSG00000187837",151.759611147119,3.50445404966063,1.07080776256596,3.27272006439602,0.00106517916517966,0.0196798516907962
"ENSG00000100441",129.088764567269,1.64063253200538,0.501206231158608,3.2733681866102,0.00106273945519301,0.0196798516907962
"ENSG00000101162",47.0611022663462,1.88405062531671,0.575659328260948,3.27285693607777,0.00106466351143245,0.0196798516907962
"ENSG00000244754",219.696447818528,1.59758404659685,0.488225410599277,3.27222633626522,0.00106704116921434,0.019688313573543
"ENSG00000156313",134.504120121638,1.65393517669484,0.505897007336076,3.26931203923114,0.00107809337972874,0.0198661017922946
"ENSG00000078808",150.383254035226,2.02562718549078,0.61989574819257,3.26769007756046,0.00108429029559832,0.0199033489229074
"ENSG00000107829",172.832462721795,1.83971954027138,0.562957849592801,3.26795255027013,0.00108328525521939,0.0199033489229074
"ENSG00000096746",99.8027549100042,1.48686286511669,0.455022544764754,3.26766856329151,0.00108437271461893,0.0199033489229074
"ENSG00000136167",305.410820929916,2.05250254095666,0.628271795014136,3.26690225033973,0.00108731216482417,0.0199075800535266
"ENSG00000130749",227.773401740391,1.62708562315107,0.498056691266614,3.266868313752,0.00108744251023329,0.0199075800535266
"ENSG00000112701",139.271705600206,1.55946010751688,0.4774731084287,3.26606897852081,0.00109051682063933,0.0199118715831058
"ENSG00000135018",53.0480854300846,1.89099677892708,0.578925045212715,3.26639311006534,0.00108926921589642,0.0199118715831058
"ENSG00000149311",522.508637585188,1.49155081183024,0.456831788883107,3.26498910129893,0.00109468288500049,0.0199619481097033
